Bevölkerung Population   VZ/RFP 2000;Gde;Kt Ct;PLZ  NPA ;Ortsbezeichnung                             Localité ;BFS-Nr.  No OFS;;Gemeinde                Commune  ;Region Région;Bezirk                                       District 
612;1;BE;2577;Siselen;499;;Siselen;2;ERLACH
395;1;BE;3226;Treiten;500;;Treiten;2;ERLACH
522;1;BE;3233;Tschugg;501;;Tschugg;2;ERLACH
;;BE;3233;Mullen;501;;Tschugg;2;ERLACH
735;1;BE;3234;Vinelz;502;;Vinelz;2;ERLACH
61;1;BE;3303;Ballmoos;531;;Ballmoos;2;FRAUBRUNNEN
158;1;BE;3256;Bangerten;532;;Bangerten;2;FRAUBRUNNEN
;;BE;3256;Hohrain;532;;Bangerten;2;FRAUBRUNNEN
2700;1;BE;3315;Bätterkinden;533;;Bätterkinden;2;FRAUBRUNNEN
;;BE;3315;Kräiligen;533;;Bätterkinden;2;FRAUBRUNNEN
431;1;BE;3313;Büren zum Hof;534;;Büren zum Hof;2;FRAUBRUNNEN
87;1;BE;3053;Deisswil bei Münchenbuchsee;535;;Deisswil bei Münchenbuchsee;2;FRAUBRUNNEN
167;1;BE;3053;Diemerswil;536;;Diemerswil;2;FRAUBRUNNEN
358;1;BE;3306;Etzelkofen;537;;Etzelkofen;2;FRAUBRUNNEN
1607;1;BE;3312;Fraubrunnen;538;;Fraubrunnen;2;FRAUBRUNNEN
899;1;BE;3308;Grafenried;539;;Grafenried;2;FRAUBRUNNEN
;;BE;3308;Buechhof;539;;Grafenried;2;FRAUBRUNNEN
413;1;BE;3305;Iffwil;541;;Iffwil;2;FRAUBRUNNEN
3999;1;BE;3303;Jegenstorf;540;;Jegenstorf;2;FRAUBRUNNEN
316;1;BE;3317;Limpach;542;;Limpach;2;FRAUBRUNNEN
583;1;BE;3322;Mattstetten;543;;Mattstetten;2;FRAUBRUNNEN
3584;1;BE;3302;Moosseedorf;544;;Moosseedorf;2;FRAUBRUNNEN
;;BE;3321;Schönbühl EKZ;544;;Moosseedorf;2;FRAUBRUNNEN
245;1;BE;3317;Mülchi;545;;Mülchi;2;FRAUBRUNNEN
9609;1;BE;3053;Münchenbuchsee;546;;Münchenbuchsee;2;FRAUBRUNNEN
;;BE;3053;Hofwil;546;;Münchenbuchsee;2;FRAUBRUNNEN
;;BE;3053;Waldeck;546;;Münchenbuchsee;2;FRAUBRUNNEN
533;1;BE;3303;Münchringen;547;;Münchringen;2;FRAUBRUNNEN
;;BE;3324;Holzmühle;547;;Münchringen;2;FRAUBRUNNEN
251;1;BE;3251;Ruppoldsried;548;;Ruppoldsried;2;FRAUBRUNNEN
350;1;BE;3314;Schalunen;549;;Schalunen;2;FRAUBRUNNEN
57;1;BE;3305;Scheunen;550;;Scheunen;2;FRAUBRUNNEN
5295;1;BE;3322;Urtenen;551;;Urtenen-Schönbühl;2;FRAUBRUNNEN
;;BE;3322;Schönbühl (Urtenen);551;;Urtenen-Schönbühl;2;FRAUBRUNNEN
3649;1;BE;3427;Utzenstorf;552;;Utzenstorf;2;FRAUBRUNNEN
;;BE;3427;Landshut;552;;Utzenstorf;2;FRAUBRUNNEN
97;1;BE;3053;Wiggiswil;553;;Wiggiswil;2;FRAUBRUNNEN
781;1;BE;3428;Wiler bei Utzenstorf;554;;Wiler bei Utzenstorf;2;FRAUBRUNNEN
301;1;BE;3309;Zauggenried;555;;Zauggenried;2;FRAUBRUNNEN
331;1;BE;4564;Zielebach;556;;Zielebach;2;FRAUBRUNNEN
474;1;BE;3303;Zuzwil;557;;Zuzwil (BE);2;FRAUBRUNNEN
3634;1;BE;3715;Adelboden;561;;Adelboden;3;FRUTIGEN
;;BE;3715;Boden;561;;Adelboden;3;FRUTIGEN
;;BE;3715;Gilbach;561;;Adelboden;3;FRUTIGEN
;;BE;3715;Hirzboden;561;;Adelboden;3;FRUTIGEN
;;BE;3715;Stiegelschwand;561;;Adelboden;3;FRUTIGEN
2025;1;BE;3703;Aeschi bei Spiez;562;;Aeschi bei Spiez;3;FRUTIGEN
;;BE;3703;Aeschiried;562;;Aeschi bei Spiez;3;FRUTIGEN
;;BE;3711;Emdthal;562;;Aeschi bei Spiez;3;FRUTIGEN
;;BE;3711;Heustrich;562;;Aeschi bei Spiez;3;FRUTIGEN
;;BE;3711;Mülenen *;562;;Aeschi bei Spiez;3;FRUTIGEN
6661;1;BE;3714;Frutigen;563;;Frutigen;3;FRUTIGEN
;;BE;3725;Achseten;563;;Frutigen;3;FRUTIGEN
;;BE;3714;Kanderbrück;563;;Frutigen;3;FRUTIGEN
;;BE;3714;Reinisch;563;;Frutigen;3;FRUTIGEN
;;BE;3724;Ried;563;;Frutigen;3;FRUTIGEN
;;BE;3714;Schwändi;563;;Frutigen;3;FRUTIGEN
945;1;BE;3716;Kandergrund;564;;Kandergrund;3;FRUTIGEN
;;BE;3716;Bifigen;564;;Kandergrund;3;FRUTIGEN
;;BE;3717;Blausee-Mitholz;564;;Kandergrund;3;FRUTIGEN
;;BE;3716;Bunderbach;564;;Kandergrund;3;FRUTIGEN
;;BE;3717;Mitholz;564;;Kandergrund;3;FRUTIGEN
;;BE;3716;Reckenthal;564;;Kandergrund;3;FRUTIGEN
1137;1;BE;3718;Kandersteg;565;;Kandersteg;3;FRUTIGEN
882;1;BE;3704;Krattigen;566;;Krattigen;3;FRUTIGEN
3325;1;BE;3713;Reichenbach im Kandertal;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3713;Faltschen;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3723;Griesalp;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3713;Kien;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3723;Kiental;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3711;Mülenen *;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3712;Niesen Kulm;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3713;Reudlen;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3722;Scharnachtal;567;;Reichenbach im Kandertal;3;FRUTIGEN
;;BE;3714;Wengi bei Frutigen;567;;Reichenbach im Kandertal;3;FRUTIGEN
1279;1;BE;3803;Beatenberg;571;;Beatenberg;3;INTERLAKEN
;;BE;3800;Sundlauenen;571;;Beatenberg;3;INTERLAKEN
;;BE;3802;Waldegg;571;;Beatenberg;3;INTERLAKEN
2182;1;BE;3806;Bönigen;572;;Bönigen;3;INTERLAKEN
2956;1;BE;3855;Brienz;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Axalp;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Balm;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Giessbach;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Husstatt Planalp;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Kienholz;573;;Brienz (BE);3;INTERLAKEN
;;BE;3855;Rothorn Kulm;573;;Brienz (BE);3;INTERLAKEN
580;1;BE;3856;Brienzwiler;574;;Brienzwiler;3;INTERLAKEN
;;BE;3857;Bielen (Oltscheren);574;;Brienzwiler;3;INTERLAKEN
359;1;BE;3707;Därligen;575;;Därligen;3;INTERLAKEN
4069;1;BE;3818;Grindelwald;576;;Grindelwald;3;INTERLAKEN
;;BE;3816;Burglauenen;576;;Grindelwald;3;INTERLAKEN
;;BE;3818;Grund Grindelwald;576;;Grindelwald;3;INTERLAKEN
;;BE;3818;Itramen;576;;Grindelwald;3;INTERLAKEN
;;BE;3801;Kleine Scheidegg;576;;Grindelwald;3;INTERLAKEN
;;BE;3823;Männlichen;576;;Grindelwald;3;INTERLAKEN
;;BE;3818;Schwendi;576;;Grindelwald;3;INTERLAKEN
477;1;BE;3814;Gsteigwiler;577;;Gsteigwiler;3;INTERLAKEN
;;BE;3800;Breitlauenen;577;;Gsteigwiler;3;INTERLAKEN
;;BE;3814;Gsteig bei Interlaken;577;;Gsteigwiler;3;INTERLAKEN
;;BE;3800;Schynige Platte;577;;Gsteigwiler;3;INTERLAKEN
263;1;BE;3815;Gündlischwand;578;;Gündlischwand;3;INTERLAKEN
;;BE;3815;Zweilütschinen;578;;Gündlischwand;3;INTERLAKEN
624;1;BE;3804;Habkern;579;;Habkern;3;INTERLAKEN
;;BE;3804;Bolsiten;579;;Habkern;3;INTERLAKEN
551;1;BE;3858;Hofstetten bei Brienz;580;;Hofstetten bei Brienz;3;INTERLAKEN
;;BE;3858;Ballenberg;580;;Hofstetten bei Brienz;3;INTERLAKEN
;;BE;3858;Schried;580;;Hofstetten bei Brienz;3;INTERLAKEN
5119;1;BE;3800;Interlaken;581;;Interlaken;3;INTERLAKEN
;;BE;3801;Interlaken;581;;Interlaken;3;INTERLAKEN
434;1;BE;3807;Iseltwald;582;;Iseltwald;3;INTERLAKEN
2914;1;BE;3822;Lauterbrunnen;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3801;Eigergletscher;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3826;Gimmelwald;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3822;Isenfluh;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3825;Mürren;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3824;Stechelberg;584;;Lauterbrunnen;3;INTERLAKEN
;;BE;3823;Wengen;584;;Lauterbrunnen;3;INTERLAKEN
898;1;BE;3706;Leissigen;585;;Leissigen;3;INTERLAKEN
253;1;BE;3816;Lütschental;586;;Lütschental;3;INTERLAKEN
;;BE;3816;Stalden;586;;Lütschental;3;INTERLAKEN
3671;1;BE;3800;Matten bei Interlaken;587;;Matten bei Interlaken;3;INTERLAKEN
342;1;BE;3853;Niederried bei Interlaken;588;;Niederried bei Interlaken;3;INTERLAKEN
485;1;BE;3854;Oberried am Brienzersee;589;;Oberried am Brienzersee;3;INTERLAKEN
;;BE;3855;Ebligen;589;;Oberried am Brienzersee;3;INTERLAKEN
2554;1;BE;3852;Ringgenberg;590;;Ringgenberg (BE);3;INTERLAKEN
;;BE;3805;Goldswil;590;;Ringgenberg (BE);3;INTERLAKEN
128;1;BE;3813;Saxeten;591;;Saxeten;3;INTERLAKEN
605;1;BE;3855;Schwanden bei Brienz;592;;Schwanden bei Brienz;3;INTERLAKEN
5201;1;BE;3800;Unterseen;593;;Unterseen;3;INTERLAKEN
2238;1;BE;3812;Wilderswil;594;;Wilderswil;3;INTERLAKEN
;;BE;3812;Unspunnen;594;;Wilderswil;3;INTERLAKEN
317;1;BE;3672;Aeschlen;601;;Aeschlen;2;KONOLFINGEN
495;1;BE;3112;Allmendingen;630;;Allmendingen;2;KONOLFINGEN
990;1;BE;3508;Arni;602;;Arni (BE);2;KONOLFINGEN
;;BE;3508;Arnisäge;602;;Arni (BE);2;KONOLFINGEN
;;BE;3508;Hämlismatt;602;;Arni (BE);2;KONOLFINGEN
;;BE;3507;Kleinroth;602;;Arni (BE);2;KONOLFINGEN
;;BE;3508;Lüthiwil;602;;Arni (BE);2;KONOLFINGEN
1790;1;BE;3507;Biglen;603;;Biglen;2;KONOLFINGEN
378;1;BE;3674;Bleiken;604;;Bleiken bei Oberdiessbach;2;KONOLFINGEN
1339;1;BE;3533;Bowil;605;;Bowil;2;KONOLFINGEN
;;BE;3533;Oberhofen im Emmental;605;;Bowil;2;KONOLFINGEN
;;BE;3533;Rünkhofen;605;;Bowil;2;KONOLFINGEN
;;BE;3534;Steinen bei Signau *;605;;Bowil;2;KONOLFINGEN
485;1;BE;3671;Brenzikofen;606;;Brenzikofen;2;KONOLFINGEN
;;BE;3671;Boden;606;;Brenzikofen;2;KONOLFINGEN
390;1;BE;3510;Freimettigen;607;;Freimettigen;2;KONOLFINGEN
;;BE;3510;Stalden im Emmental *;607;;Freimettigen;2;KONOLFINGEN
3196;1;BE;3506;Grosshöchstetten;608;;Grosshöchstetten;2;KONOLFINGEN
221;1;BE;3510;Häutligen;609;;Häutligen;2;KONOLFINGEN
500;1;BE;3671;Herbligen;610;;Herbligen;2;KONOLFINGEN
;;BE;3671;Helisbühl;610;;Herbligen;2;KONOLFINGEN
742;1;BE;3629;Kiesen;611;;Kiesen;2;KONOLFINGEN
4606;1;BE;3510;Konolfingen;612;;Konolfingen;2;KONOLFINGEN
;;BE;3503;Gysenstein;612;;Konolfingen;2;KONOLFINGEN
;;BE;3503;Herolfingen;612;;Konolfingen;2;KONOLFINGEN
;;BE;3510;Stalden im Emmental *;612;;Konolfingen;2;KONOLFINGEN
;;BE;3510;Ursellen;612;;Konolfingen;2;KONOLFINGEN
655;1;BE;3434;Landiswil;613;;Landiswil;2;KONOLFINGEN
;;BE;3434;Obergoldbach;613;;Landiswil;2;KONOLFINGEN
1307;1;BE;3673;Linden;614;;Linden;2;KONOLFINGEN
;;BE;3673;Birrmoos;614;;Linden;2;KONOLFINGEN
;;BE;3673;Jassbach;614;;Linden;2;KONOLFINGEN
;;BE;3673;Otterbach;614;;Linden;2;KONOLFINGEN
;;BE;3673;Schlegwegbad;614;;Linden;2;KONOLFINGEN
;;BE;3673;Schöntal;614;;Linden;2;KONOLFINGEN
491;1;BE;3532;Mirchel;615;;Mirchel;2;KONOLFINGEN
10937;1;BE;3110;Münsingen;616;;Münsingen;2;KONOLFINGEN
;;BE;3110;Schwand;616;;Münsingen;2;KONOLFINGEN
614;1;BE;3504;Niederhünigen;617;;Niederhünigen;2;KONOLFINGEN
2916;1;BE;3672;Oberdiessbach;619;;Oberdiessbach;2;KONOLFINGEN
296;1;BE;3504;Oberhünigen;629;;Oberhünigen;2;KONOLFINGEN
;;BE;3673;Aebersold;629;;Oberhünigen;2;KONOLFINGEN
800;1;BE;3531;Oberthal;620;;Oberthal;2;KONOLFINGEN
;;BE;3506;Möschberg;620;;Oberthal;2;KONOLFINGEN
590;1;BE;3629;Oppligen;622;;Oppligen;2;KONOLFINGEN
2502;1;BE;3113;Rubigen;623;;Rubigen;2;KONOLFINGEN
;;BE;3113;Beitenwil *;623;;Rubigen;2;KONOLFINGEN
;;BE;3113;Kleinhöchstetten;623;;Rubigen;2;KONOLFINGEN
656;1;BE;3082;Schlosswil;624;;Schlosswil;2;KONOLFINGEN
336;1;BE;3111;Tägertschi;625;;Tägertschi;2;KONOLFINGEN
;;BE;3111;Aemligen;625;;Tägertschi;2;KONOLFINGEN
482;1;BE;3083;Trimstein;631;;Trimstein;2;KONOLFINGEN
1956;1;BE;3512;Walkringen;626;;Walkringen;2;KONOLFINGEN
;;BE;3513;Bigenthal;626;;Walkringen;2;KONOLFINGEN
;;BE;3512;Wikartswil;626;;Walkringen;2;KONOLFINGEN
3699;1;BE;3114;Wichtrach;632;;Wichtrach;2;KONOLFINGEN
;;BE;3114;Niederwichtrach;632;;Wichtrach;2;KONOLFINGEN
;;BE;3114;Oberwichtrach;632;;Wichtrach;2;KONOLFINGEN
10895;1;BE;3076;Worb;627;;Worb;2;KONOLFINGEN
;;BE;3076;Bangerten bei Worb *;627;;Worb;2;KONOLFINGEN
;;BE;3113;Beitenwil *;627;;Worb;2;KONOLFINGEN
;;BE;3077;Enggistein;627;;Worb;2;KONOLFINGEN
;;BE;3075;Langenloh;627;;Worb;2;KONOLFINGEN
;;BE;3078;Richigen;627;;Worb;2;KONOLFINGEN
;;BE;3082;Ried bei Worb;627;;Worb;2;KONOLFINGEN
;;BE;3075;Rüfenacht;627;;Worb;2;KONOLFINGEN
;;BE;3075;Vielbringen bei Worb;627;;Worb;2;KONOLFINGEN
;;BE;3076;Wattenwil bei Worb;627;;Worb;2;KONOLFINGEN
1514;1;BE;3532;Zäziwil;628;;Zäziwil;2;KONOLFINGEN
;;BE;3532;Reutenen;628;;Zäziwil;2;KONOLFINGEN
419;1;BE;2517;Diesse;721;;Diesse;2;LA NEUVEVILLE
3445;1;BE;2520;La Neuveville;723;;La Neuveville;2;LA NEUVEVILLE
;;BE;2514;Chavannes;723;;La Neuveville;2;LA NEUVEVILLE
;;BE;2520;Neuenstadt;723;;La Neuveville;2;LA NEUVEVILLE
;;BE;2514;Schafis;723;;La Neuveville;2;LA NEUVEVILLE
647;1;BE;2516;Lamboing;722;;Lamboing;2;LA NEUVEVILLE
;;BE;2516;Twannberg *;722;;Lamboing;2;LA NEUVEVILLE
668;1;BE;2518;Nods;724;;Nods;2;LA NEUVEVILLE
;;BE;2518;Chasseral;724;;Nods;2;LA NEUVEVILLE
;;BE;2523;La Praye *;724;;Nods;2;LA NEUVEVILLE
886;1;BE;2515;Prêles;725;;Prêles;2;LA NEUVEVILLE
;;BE;2515;Châtillon;725;;Prêles;2;LA NEUVEVILLE
;;BE;2515;La Praye *;725;;Prêles;2;LA NEUVEVILLE
;;BE;2515;Prägelz;725;;Prêles;2;LA NEUVEVILLE
;;BE;2515;Tessenberg (Anstalt);725;;Prêles;2;LA NEUVEVILLE
53;1;BE;1595;Clavaleyres;661;;Clavaleyres;2;LAUPEN
1262;1;BE;3206;Ferenbalm;662;;Ferenbalm;2;LAUPEN
;;BE;3206;Biberen;662;;Ferenbalm;2;LAUPEN
;;BE;3208;Ferenbalm Station;662;;Ferenbalm;2;LAUPEN
;;BE;3206;Gammen;662;;Ferenbalm;2;LAUPEN
;;BE;3208;Jerisberg;662;;Ferenbalm;2;LAUPEN
;;BE;3208;Jerisberghof;662;;Ferenbalm;2;LAUPEN
;;BE;3205;Kleingümmenen;662;;Ferenbalm;2;LAUPEN
;;BE;3206;Rizenbach;662;;Ferenbalm;2;LAUPEN
;;BE;3206;Vogelbuch;662;;Ferenbalm;2;LAUPEN
1280;1;BE;3202;Frauenkappelen;663;;Frauenkappelen;2;LAUPEN
;;BE;3033;Wohlei;663;;Frauenkappelen;2;LAUPEN
331;1;BE;3207;Golaten;664;;Golaten;2;LAUPEN
238;1;BE;3208;Gurbrü;665;;Gurbrü;2;LAUPEN
410;1;BE;3179;Kriechenwil;666;;Kriechenwil;2;LAUPEN
;;BE;3179;Schönenbühl;666;;Kriechenwil;2;LAUPEN
2796;1;BE;3177;Laupen;667;;Laupen;2;LAUPEN
2722;1;BE;3203;Mühleberg;668;;Mühleberg;2;LAUPEN
;;BE;3205;Allenlüften;668;;Mühleberg;2;LAUPEN
;;BE;3204;Bärfischenhaus *;668;;Mühleberg;2;LAUPEN
;;BE;3205;Buch bei Mühleberg;668;;Mühleberg;2;LAUPEN
;;BE;3203;Buttenried;668;;Mühleberg;2;LAUPEN
;;BE;3203;Fuchsenried;668;;Mühleberg;2;LAUPEN
;;BE;3205;Gümmenen;668;;Mühleberg;2;LAUPEN
;;BE;3202;Heggidorn;668;;Mühleberg;2;LAUPEN
;;BE;3204;Juchlishaus;668;;Mühleberg;2;LAUPEN
;;BE;3204;Ledi;668;;Mühleberg;2;LAUPEN
;;BE;3203;Marfeldingen;668;;Mühleberg;2;LAUPEN
;;BE;3205;Mauss;668;;Mühleberg;2;LAUPEN
;;BE;3203;Oberei;668;;Mühleberg;2;LAUPEN
;;BE;3204;Rosshäusern;668;;Mühleberg;2;LAUPEN
;;BE;3204;Rüplisried;668;;Mühleberg;2;LAUPEN
;;BE;3204;Spengelried;668;;Mühleberg;2;LAUPEN
434;1;BE;1797;Münchenwiler;669;;Münchenwiler;2;LAUPEN
;;BE;1797;Villars-les-Moines;669;;Münchenwiler;2;LAUPEN
4362;1;BE;3176;Neuenegg;670;;Neuenegg;2;LAUPEN
;;BE;3176;Au;670;;Neuenegg;2;LAUPEN
;;BE;3204;Bärfischenhaus *;670;;Neuenegg;2;LAUPEN
;;BE;3176;Bramberg;670;;Neuenegg;2;LAUPEN
;;BE;3176;Brüggelbach;670;;Neuenegg;2;LAUPEN
;;BE;3176;Freiburghaus;670;;Neuenegg;2;LAUPEN
;;BE;3204;Süri;670;;Neuenegg;2;LAUPEN
;;BE;3174;Thörishaus *;670;;Neuenegg;2;LAUPEN
;;BE;3176;Wyden;670;;Neuenegg;2;LAUPEN
359;1;BE;3207;Wileroltigen;671;;Wileroltigen;2;LAUPEN
328;1;BE;2744;Belprahon;681;;Belprahon;2;MOUTIER
1666;1;BE;2735;Bévilard;682;;Bévilard;2;MOUTIER
151;1;BE;2735;Champoz;683;;Champoz;2;MOUTIER
122;1;BE;2715;Châtelat;684;;Châtelat;2;MOUTIER
;;BE;2717;Fornet-Dessous;684;;Châtelat;2;MOUTIER
;;BE;2712;Moron;684;;Châtelat;2;MOUTIER
205;1;BE;2747;Corcelles;687;;Corcelles (BE);2;MOUTIER
1349;1;BE;2738;Court;690;;Court;2;MOUTIER
;;BE;2738;Le Chaluet;690;;Court;2;MOUTIER
;;BE;2738;Montoz-de-Court;690;;Court;2;MOUTIER
577;1;BE;2746;Crémines;691;;Crémines;2;MOUTIER
356;1;BE;2743;Eschert;692;;Eschert;2;MOUTIER
368;1;BE;2745;Grandval;694;;Grandval;2;MOUTIER
333;1;BE;2732;Loveresse;696;;Loveresse;2;MOUTIER
1854;1;BE;2735;Malleray;697;;Malleray;2;MOUTIER
;;BE;2735;Moron (Malleray);697;;Malleray;2;MOUTIER
35;1;BE;2715;Monible;699;;Monible;2;MOUTIER
7701;1;BE;2740;Moutier;700;;Moutier;2;MOUTIER
;;BE;2740;Montagne de Moutier;700;;Moutier;2;MOUTIER
;;BE;2740;Münster;700;;Moutier;2;MOUTIER
476;1;BE;2742;Perrefitte;701;;Perrefitte;2;MOUTIER
190;1;BE;2733;Pontenet;702;;Pontenet;2;MOUTIER
30;1;BE;2717;Rebévelier;715;;Rebévelier;2;MOUTIER
;;BE;2717;Cerniers-de-Rebévelier;715;;Rebévelier;2;MOUTIER
2417;1;BE;2732;Reconvilier;703;;Reconvilier;2;MOUTIER
;;BE;2732;Chaindon;703;;Reconvilier;2;MOUTIER
;;BE;2732;Rokwiler;703;;Reconvilier;2;MOUTIER
225;1;BE;2762;Roches;704;;Roches (BE);2;MOUTIER
;;BE;2762;Hautes Roches;704;;Roches (BE);2;MOUTIER
673;1;BE;2732;Saicourt;706;;Saicourt;2;MOUTIER
;;BE;2713;Bellelay;706;;Saicourt;2;MOUTIER
;;BE;2712;Le Fuet;706;;Saicourt;2;MOUTIER
164;1;BE;2732;Saules;707;;Saules (BE);2;MOUTIER
52;1;BE;2827;Schelten;708;;Schelten;2;MOUTIER
;;BE;2827;La Scheulte;708;;Schelten;2;MOUTIER
79;1;BE;2747;Seehof;709;;Seehof;2;MOUTIER
;;BE;2747;Elay;709;;Seehof;2;MOUTIER
113;1;BE;2716;Sornetan;710;;Sornetan;2;MOUTIER
272;1;BE;2736;Sorvilier;711;;Sorvilier;2;MOUTIER
115;1;BE;2748;Souboz;712;;Souboz;2;MOUTIER
;;BE;2748;Les Ecorcheresses;712;;Souboz;2;MOUTIER
3373;1;BE;2710;Tavannes;713;;Tavannes;2;MOUTIER
;;BE;2710;Dachsfelden;713;;Tavannes;2;MOUTIER
;;BE;2720;La Tanne;713;;Tavannes;2;MOUTIER
1663;1;BE;2558;Aegerten;731;;Aegerten;2;NIDAU
1221;1;BE;2564;Bellmund;732;;Bellmund;2;NIDAU
;;BE;3274;St. Niklaus bei Merzligen *;732;;Bellmund;2;NIDAU
4011;1;BE;2555;Brügg;733;;Brügg;2;NIDAU
;;BE;2555;Brügg bei Biel;733;;Brügg;2;NIDAU
389;1;BE;3274;Bühl;734;;Bühl;2;NIDAU
322;1;BE;3272;Epsach;735;;Epsach;2;NIDAU
357;1;BE;2575;Hagneck;736;;Hagneck;2;NIDAU
260;1;BE;3274;Hermrigen;737;;Hermrigen;2;NIDAU
3266;1;BE;2563;Ipsach;739;;Ipsach;2;NIDAU
609;1;BE;2565;Jens;738;;Jens;2;NIDAU
490;1;BE;2514;Ligerz;740;;Ligerz;2;NIDAU
;;BE;2514;Gléresse;740;;Ligerz;2;NIDAU
;;BE;2514;Schernelz;740;;Ligerz;2;NIDAU
411;1;BE;3274;Merzligen;741;;Merzligen;2;NIDAU
;;BE;3274;St. Niklaus bei Merzligen *;741;;Merzligen;2;NIDAU
705;1;BE;2572;Mörigen;742;;Mörigen;2;NIDAU
6798;1;BE;2560;Nidau;743;;Nidau;2;NIDAU
2502;1;BE;2552;Orpund;744;;Orpund;2;NIDAU
;;BE;2552;Gottstatt;744;;Orpund;2;NIDAU
2799;1;BE;2562;Port;745;;Port;2;NIDAU
1779;1;BE;2553;Safnern;746;;Safnern;2;NIDAU
421;1;BE;2556;Scheuren;747;;Scheuren;2;NIDAU
669;1;BE;2556;Schwadernau;748;;Schwadernau;2;NIDAU
2387;1;BE;2557;Studen;749;;Studen;2;NIDAU
1151;1;BE;2572;Sutz-Lattrigen;750;;Sutz-Lattrigen;2;NIDAU
;;BE;2572;Lattrigen;750;;Sutz-Lattrigen;2;NIDAU
;;BE;2572;Sutz;750;;Sutz-Lattrigen;2;NIDAU
2437;1;BE;2575;Täuffelen;751;;Täuffelen;2;NIDAU
;;BE;2575;Gerolfingen;751;;Täuffelen;2;NIDAU
283;1;BE;2512;Tüscherz-Alfermée;752;;Tüscherz-Alfermée;2;NIDAU
;;BE;2512;Alfermée;752;;Tüscherz-Alfermée;2;NIDAU
;;BE;2512;Daucher;752;;Tüscherz-Alfermée;2;NIDAU
;;BE;2512;Tüscherz;752;;Tüscherz-Alfermée;2;NIDAU
865;1;BE;2513;Twann;753;;Twann;2;NIDAU
;;BE;2513;Douanne;753;;Twann;2;NIDAU
;;BE;2513;Gaicht;753;;Twann;2;NIDAU
;;BE;2516;Twannberg *;753;;Twann;2;NIDAU
;;BE;2513;Wingreis;753;;Twann;2;NIDAU
788;1;BE;3272;Walperswil;754;;Walperswil;2;NIDAU
;;BE;3272;Gimmiz;754;;Walperswil;2;NIDAU
2199;1;BE;3252;Worben;755;;Worben;2;NIDAU
879;1;BE;3763;Därstetten;761;;Därstetten;3;NIEDERSIMMENTAL
;;BE;3763;Reichenbach;761;;Därstetten;3;NIEDERSIMMENTAL
;;BE;3764;Weissenburg;761;;Därstetten;3;NIEDERSIMMENTAL
;;BE;3764;Weissenburgberg;761;;Därstetten;3;NIEDERSIMMENTAL
2054;1;BE;3754;Diemtigen;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3755;Entschwil;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3757;Grimmialp;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3755;Horboden;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3753;Oey;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3755;Riedern;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3757;Schwenden;762;;Diemtigen;3;NIEDERSIMMENTAL
;;BE;3756;Zwischenflüh;762;;Diemtigen;3;NIEDERSIMMENTAL
1802;1;BE;3762;Erlenbach im Simmental;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
;;BE;3762;Allmenden;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
;;BE;3762;Kleindorf;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
;;BE;3758;Latterbach;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
;;BE;3762;Ringoldingen;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
;;BE;3758;Stalden;763;;Erlenbach im Simmental;3;NIEDERSIMMENTAL
291;1;BE;3632;Niederstocken;764;;Niederstocken;3;NIEDERSIMMENTAL
263;1;BE;3632;Oberstocken;765;;Oberstocken;3;NIEDERSIMMENTAL
;;BE;3632;Stocken;765;;Oberstocken;3;NIEDERSIMMENTAL
803;1;BE;3765;Oberwil im Simmental;766;;Oberwil im Simmental;3;NIEDERSIMMENTAL
;;BE;3765;Bunschen;766;;Oberwil im Simmental;3;NIEDERSIMMENTAL
;;BE;3765;Pfaffenried;766;;Oberwil im Simmental;3;NIEDERSIMMENTAL
